UID,Lat,Lon,CO,PM10,PM25,AQI
70,45.4702,-122.8159,2.9,8,11,22
71,44.063916,-121.312554,,11,8,11
72,43.58925,-119.048302,,11,8,11
73,42.1617,-123.64835,,11,10,11
74,44.5884,-123.2673,,8,6,8
75,45.426351,-117.296066,,11,8,11
76,42.434149,-123.348466,,11,6,25
77,45.828968,-119.262991,,11,13,30
78,45.528501,-122.972398,2.9,7,3,22
79,-118.951302,44.417999,,11,10,11
80,42.190296,-121.731369,,10,7,10
81,45.339,-118.095206,,14,10,14
82,42.189215,-120.353969,,8,8,8
83,44.778743,-122.617048,,25,58,58
84,42.31411,-122.87923,,11,1,25
85,45.652231,-118.823033,,11,13,30
86,45.496641,-122.602877,2.9,7,5,7
87,44.299787,-120.844773,,11,8,11
88,43.2266,-123.36479,,11,5,11
89,44.943114,-123.005934,,8,6,35
90,42.623225,-122.810158,,11,8,25
91,45.014998,-122.790382,,19,50,50
92,44.2921,-121.5555,,3,7,7
93,-122.7305,44.3958,,6,5,6
94,45.602419,-121.203387,,,,25
95,44.630600,-121.131599,,46,,46
96,46.97228,-123.83173,,,17,17
97,47.64476,-117.58913,,16,19,
98,48.520590,-122.61428,,,17,17
99,48.4654,-122.56,,,4,22
100,47.61311,-122.20161,5,,1,29
101,48.76278,-122.44028,0.1,12,2,19
102,47.592675,-122.62739,2.4,,9,9
103,-124.62491,48.29786,0.8,,3,32
104,-122.96732,46.66409,,,5,5
105,46.425416,-117.060445,,,17,17
106,47.8082264,-117.34327,,16,34,34
107,48.54296,-117.90326,,42,35,42
108,48.95074,-122.55441,0.1,9,9,19
109,48.2468,-121.6031,,,4,4
110,46.318,-117.985,,,31,31
111,-120.545,46.99364,,,5,5
112,46.4085229,-120.5441734,,21,17,21
113,46.21835,-119.20152,,6,10,10
114,47.38614,-122.23195,2,,15,15
115,47.02938,-122.82161,,,5,5
116,46.8153,-117.8739,,,17,17
117,47.75452,-122.28034,6,,17,17
118,47.59886,-120.6647,,,11,11
119,47.6603562,-117.0799962,,13,38,38
120,46.139443,-122.961944,,6,5,26
121,47.8064,-122.3167,2.4,,8,8
122,-122.1471,48.9477,0.1,12,6,12
123,48.054315,-122.171529,2.4,,8,15
124,46.5754,-119.0021,,6,8,8
125,47.1303,-119.2737,,,12,12
126,-122.3376,48.4102,,,6,15
127,48.366058,-124.610045,0.9,,7,32
128,47.49022,-121.77278,5,,459,22
129,48.2944,-122.66,,,6,22
130,46.818292,-123.197083,,,15,15
131,48.39999,-119.51896,,,21,21
132,48.11697,-123.46555,0,,13,13
133,48.12919,-122.77897,,,16,22
134,46.7244,-117.18014,,,18,18
135,47.1401,-122.3004,,,4,4
136,47.2372495,-122.409946,3,,10,11
137,46.68562,-123.7285563,,,18,18
138,-118.3819,47.128,,,15,15
139,47.23136,-117.36856,,16,18,35
140,47.5713,-122.3057,1.8,,8,33
141,47.559975,-122.338265,1.8,,16,33
142,47.6171136,-122.3044689,7.8,,42,14
143,47.6331,-122.3628,6,,21,21
144,47.53091,-122.3208,2,,24,14
145,47.21355,-123.10081,,,7,7
146,47.672482,-117.36485,,126,9,126
147,47.6630,-117.4283,,13,17,17
148,47.663962,-117.25765,,21,17,21
149,47.69983,-117.42631,,16,16,16
150,47.2656,-122.385,2,,10,10
151,47.18631,-122.45154,,,8,8
152,46.38024,-120.33266,,4,5,5
153,48.069,-122.275,,,10,19
154,48.36451,-120.12113,,,10,10
155,45.668065,-122.549247,,10,17,17
156,46.05881,-118.35147,,,18,18
157,-117.98865,47.88528,,16,15,15
158,47.43061,-120.34195,,,27,
159,48.47724,-120.19057,,,8,8
160,46.37543,-120.72932,,5,17,17
161,45.86639,-122.40889,2.9,6,8,8
162,46.59495,-120.51228,,10,9,10
163,46.4452069,-120.438234,,21,50,50
164,45.61071,-122.535634,,10,17,17
177,29.7706975,-95.0312316,2.3,28,34,53
178,29.686389,-95.294722,2.3,,28,61
179,29.5830473,-95.0155437,2.3,28,21,47
180,30.3503017,-95.4251278,,,26,42
181,29.7679707,-95.2205867,2.3,,29,45
182,32.1754284,-96.8701803,,,49,49
183,-96.3176773,32.5649518,,,28,47
184,32.6563574,-97.0885849,1.2,18,29,47
185,32.7591432,-97.3423337,1.2,21,47,47
186,-98.431251,29.4072945,,,36,58
187,29.2753812,-98.3116919,,,38,58
188,29.3529047,-98.3328207,,,36,67
189,29.4239327,-98.5805051,,,39,39
190,-98.5513964,29.3328029,,,39,39
191,29.51509,-98.620166,,,39,74
192,29.5877306,-98.3124785,,,53,57
193,31.6675,-106.288,1.2,21,15,15
194,27.4269883,-97.2987037,,,28,28
195,30.06717,-94.09093,,,16,
196,31.8702534,-102.3347563,,,20,20
197,29.2544736,-94.8612886,2.3,28,42,61
198,31.6530743,-97.0706982,2.3,,37,57
199,27.599444,-99.533333,,,35,35
200,35.2015839,-101.9092481,,,15,15
201,29.7337263,-95.2575931,2.3,,32,51
202,29.670025,-95.1285077,2.3,28,29,53
203,29.901037,-95.3261248,2.3,,28,47
204,32.8200608,-96.8601165,1.2,18,28,64
205,33.2190564,-97.1962872,,,51,71
206,32.4820815,-97.0269224,1.2,18,49,49
207,31.7467425,-106.4027843,2.3,10,10,10
208,31.7656976,-106.4552204,1.2,10,9,10
209,31.7682914,-106.5012595,1.2,18,10,10
210,26.2262097,-98.291069,,,42,56
211,-97.4657005,27.8118142,,,40,40
212,29.8639525,-94.3177999,,,29,45
213,30.1946263,-93.8672095,,,13,13
214,25.8925176,-97.4938295,3.4,,122,44
215,31.8365747,-102.3420368,,,,
216,30.0584604,-95.1897514,3,22,37,37
217,30.4831681,-97.8723005,,,52,69
218,30.3544356,-97.7602554,,,44,62
219,29.9229186,-93.9090282,,,20,20
220,26.0696153,-97.1621996,5,,122,21
221,32.6689873,-94.1674569,,39,13,41
222,-98.5717882,33.8630221,,,,
223,-100.4511555,28.704607,0.6,31,32,49
224,-97.7128831,30.2632079,,,25,57
225,33.590764,-101.8504185,,,,
226,32.0319398,-96.3991377,,,47,49
227,30.2583319,-97.7203007,,,67,67
228,-96.7458748,29.9624745,,,37,53
229,38.20185,-120.68028,,4,42,42
230,37.74871,-119.58709,,35,30,30
231,-121.05567,39.23352,,20,5,37
232,39.32782,-120.18459,,,21,13
233,39.09979,-120.95391,,20,5,30
234,40.30961,-121.22779,,,34,
235,39.80587,-120.46866,,,,
236,-120.94438,39.93957,,,17,17
237,35.05045,-118.14778,,33,5,45
238,-121.73333,36.48187,2.3,,9,27
239,36.20902,-121.12596,,40,9,34
240,36.98401,-121.99097,1.9,,17,23
241,34.17599,-118.31701,,,,
242,34.14437,-117.85038,2.8,35,60,39
243,34.06653,-118.22676,4.4,28,61,61
244,33.82376,-118.18916,,,46,
245,34.1992,-118.53275,3.3,15,58,58
246,34.38337,-118.52839,2.7,15,71,46
247,33.7924,-118.17525,3.8,35,52,52
248,33.92077,-116.85841,,,62,62
249,33.67653,-117.33104,2.7,23,58,63
250,-117.4924,33.99636,1.4,49,71,71
251,33.94586,-117.40056,8.9,54,53,
252,33.99952,-117.41595,2.4,25,72,72
253,-117.08333,33.58333,2.7,23,43,53
254,34.24313,-117.2723,2.4,25,72,25
255,34.10367,-117.62906,3.9,39,64,
256,35.04676,-120.58777,2.2,10,25,25
257,-120.66799,35.49153,,,,
258,35.02079,-120.56389,2.2,6,5,6
259,35.25651,-120.6693,2.2,15,21,25
260,34.44551,-119.82845,1.2,10,17,30
261,34.63782,-120.4575,3.4,9,21,23
262,34.42775,-119.69091,2.2,10,17,34
263,34.94287,-120.43561,1.2,26,17,23
264,-119.14318,34.25238,3.6,20,53,34
265,34.44804,-119.23131,2.2,16,25,30
266,34.40426,-118.80991,3.6,15,42,42
267,34.2764,-118.68375,3.6,15,30,39
268,32.84231,-116.76784,,,43,52
269,33.21701,-117.39616,,,16,38
270,32.7912,-116.9421,,,51,
271,-117.07536,33.12772,,,,
272,32.70148,-117.14962,4.5,,67,
273,38.12275,-122.90836,,,,
274,36.81931,-119.71639,1.5,22,42,39
275,36.70556,-119.74139,1.2,26,12,48
276,36.78538,-119.77321,1.2,26,12,42
277,36.19865,-120.10117,,19,42,42
278,36.63434,-120.38234,1.5,22,13,35
279,35.35662,-119.06261,,,34,43
280,34.84155,-118.86058,,,38,38
281,36.31572,-119.64323,1.2,19,25,45
282,36.86719,-120.01011,1.5,22,13,39
283,-120.43368,37.28177,2.5,,17,29
284,37.79338,-121.24779,1.6,9,38,38
285,37.95075,-121.26897,1.6,9,25,25
286,37.68268,-121.44238,1.6,18,9,19
287,37.64217,-120.99421,2.7,20,25,25
288,36.03179,-119.05505,,54,17,41
289,36.33252,-119.29095,,54,25,46
290,33.35264,-115.73419,,35,31,41
291,32.67618,-115.48307,1.8,45,57,57
292,33.16923,-115.85593,,35,32,41
293,-115.6231,33.17638,,33,20,41
294,33.50896,-115.91954,,384,12,5
295,33.51831,-116.07538,,384,5,5
296,39.76168,-121.84047,1.8,49,30,30
297,39.32756,-121.66881,,20,17,23
298,-121.99887,39.18919,,4,13,13
299,39.53387,-122.19083,1.7,27,9,28
300,38.74643,-121.26498,,20,13,30
301,38.30256,-121.42083,1.8,11,38,24
302,38.68329,-121.16444,,20,9,24
303,38.61374,-121.36801,,11,25,25
304,38.56844,-121.49311,,11,13,28
305,40.45318,-122.29883,,,50,50
306,38.35655,-121.94986,3.7,11,17,29
307,39.13876,-121.61872,,20,5,25
308,38.53455,-121.7734,,11,17,28
309,38.66121,-121.73269,,11,5,30
310,37.48822,-120.83592,2.5,20,13,20
317,33.83061,-117.9385,3.8,35,58,58
324,-121.59135,39.77919,1.8,49,13,27
325,-118.8705,34.21014,3.6,15,46,46
326,39.15047,-123.20655,,,21,21
327,33.27275,-115.90062,,35,25,41
328,36.84343,-121.3621,2.3,27,9,27
329,-23.4892079,-46.6741555,,40,,40
330,-21.1860297,-50.4394393,,39,,39
331,-48.1864714,-21.7829663,,44,,44
332,-22.329295,-49.0905538,,50,,50
333,-22.9028433,-47.0571098,9.1,35,,35
334,-46.7816448,-23.6667239,,34,,34
335,-23.5239623,-46.8411243,1,60,,60
336,-21.1420049,-48.9829903,,45,,45
337,-23.5502041,-46.6784605,6.4,30,,30
338,-23.6186305,-46.6482747,10,43,61,61
339,-23.880185,-46.4179827,,26,,26
340,-23.8436848,-46.377867,,94,,94
341,-23.8508082,-46.389992,,64,,64
342,-23.6818396,-46.620967,,42,,42
343,-23.4562135,-46.5182887,,33,99,99
344,-23.5804482,-46.6638124,1.9,,57,57
345,-23.6824703,-46.676091,,65,,65
346,,,,,,
347,-23.5019101,-46.4204122,,18,70,315
348,-23.5817434,-46.462333,,,,14
349,-23.2978962,-45.9676625,,20,,20
350,-22.2995131,-48.5650057,,40,,40
351,-23.6527809,-46.7123885,,34,,34
352,-23.5094696,-46.7094213,10.9,44,63,63
353,-22.1998744,-49.9599878,,32,,32
354,-23.6693596,-46.4655954,,68,,68
355,-23.5603265,-46.5995903,5.5,41,,41
356,-23.6033222,-46.5111479,,36,,36
357,-46.8143874,-23.5279275,10,30,,30
358,-21.4649748,-49.2246518,19.9,62,78,78
359,-23.5406338,-46.6320967,5.5,28,53,53
360,-22.7650153,-47.1500274,,31,,31
361,-22.6794457,-47.6824383,,44,,44
362,-23.5630037,-46.6864347,6.4,37,65,65
363,-22.7007113,-47.651941,,4,68,68
364,-22.1205834,-51.4053949,,28,,28
365,-21.1551602,-47.8276963,,,,
366,,,,38,,
367,-23.645681,-46.4933389,,29,,29
368,-23.5406338,-46.6320967,8.2,36,,36
369,-23.498181,-46.6263306,,,,14
370,-46.6552137,-23.6600932,9.1,44,,44
371,-23.9628155,-46.3202369,,19,,19
372,-23.9821223,-46.3000817,,26,53,53
373,-23.6233625,-46.5552433,4.6,34,,34
374,-20.7846581,-49.3981148,,51,65,65
375,,,,,,
376,-23.5026065,-47.4776113,,32,,32
377,-23.6090545,-46.7559386,10,23,,23
378,-22.97572,-47.0039545,,43,,43
379,-12.1005158,-76.9931074,6,,52,52
380,-12.0685169,-77.0413344,3,23,51,51
381,-12.0429356,-76.958545,8,40,58,58
382,-12.1580556,-76.9294444,7,96,57,96
383,20.518569711338,-100.81674332276,11,52,39,52
384,20.537937144279,-100.84064845752,10.7,47,62,66
385,28.632583333333,-106.03883333333,7.8,57,86,86
386,31.8599083333,-116.603822222,,,,
387,20.629554249053,-103.26392977309,4.4,21,93,93
388,20.5767,-103.32652222222,3.9,26,93,93
389,20.61504997567,-103.34343019128,9.6,40,93,93
390,20.641445843732,-103.31262961377,5.8,33,93,113
391,-103.39873310432,20.680450840176,5.5,57,,
392,-98.740000744464,20.120195464739,2.6,4,69,69
393,-101.35569204208,20.674779695762,0.1,58,,154
394,21.10868,-101.68874,3.8,31,54,54
395,20.570367344035,-101.19007817525,5.4,32,68,32
396,19.270192914173,-99.595307048355,0.6,24,63,
397,-99.655297086786,19.294298341379,6.9,42,72,72
398,19.658223,-99.09659,3.4,15,87,87
399,-98.912003,19.635501,3.4,23,87,87
400,19.601973592327,-99.176832931342,2.3,16,137,137
401,19.532251530332,-99.029948820132,,,,
402,19.525995,-99.0824,6.7,32,63,63
403,19.528397053703,-99.204241583862,,,,
404,19.42461,-99.119594,7.8,35,74,78
405,-99.117641,19.384413,5.6,26,74,107
406,19.360794,-99.07388,10,39,78,
407,19.325146,-99.204136,4.5,58,55,101
408,19.313687302949,-99.149667649478,,,,
409,19.246459,-99.010564,2.3,24,87,87
410,19.482473,-99.243524,4.5,16,137,137
411,19.411617,-99.152207,2.3,36,82,88
412,19.3863928,-99.2255625,3.4,21,50,57
413,19.350258,-99.157101,7.8,42,87,94
414,-22.085518710314,-70.188682515839,4.7,21,29,29
415,-22.063792,-70.185945,,68,160,160
416,-22.460270722943,-68.937706917007,3.8,10,17,18
417,-22.44283906304,-68.932546346863,3.6,11,13,18
418,-23.61354215815,-70.383315682411,,30,60,60
419,-34.162314609087,-70.713919225517,7.3,34,74,74
420,-34.143888375919,-70.737131207664,7.3,24,74,74
421,-33.516630362266,-70.588123961971,7.6,36,152,152
422,-71.233967512329,-34.974925077541,,39,108,108
423,-35.435725588722,-71.619553864003,,35,83,83
424,-35.406582744695,-71.633396474869,,29,76,76
425,-38.74869912298,-72.620788228172,8.7,44,112,112
426,-38.764767451719,-72.598795682209,4.3,58,156,156
427,-38.725302444781,-72.571192550926,3,6,8,6
428,-73.11871982209,-40.584478665958,,81,179,179
429,-33.422301,-70.651162,12.6,49,88,88
430,-33.37677352033,-70.523326784061,,22,58,58
431,-33.464142,-70.660797,9.4,36,83,83
432,-33.437811379126,-70.750171233135,7.9,33,84,84
433,-33.492848789461,-70.719440279762,,43,90,90
434,-33.547099645619,-70.666204101852,6,33,82,82
435,-33.433089610143,-70.732147868717,5,32,82,82
436,-33.591390623022,-70.594788,9,22,57,57
437,-33.673752071375,-70.953064737434,1.7,22,74,74
438,-33.365775677885,-70.748288055225,12.4,83,115,
439,-39.831316104673,-73.22851282209,,111,224,224
440,-22.111064,-70.210828,4.7,26,50,50
441,-22.462144644634,-68.92806169339,3.6,13,21,21
442,-36.594880886514,-72.089253650482,,60,160,160
443,-36.616167751711,-72.093040558483,,91,194,194
444,-37.471182288689,-72.36146284977,,71,164,164
445,-45.57996447948,-72.061125987766,,66,151,151
446,39.929,116.417,6.4,60,87,87
447,39.886,116.407,8.2,53,80,80
448,39.929,116.339,6.4,64,91,91
449,39.878,116.352,9.1,58,76,76
450,39.982,116.397,5.5,62,87,87
451,116.461,39.937,10,77,99,99
452,39.987,116.287,6.4,54,80,80
453,40.09,116.174,5.5,44,68,68
454,40.002,116.207,4.6,24,13,24
455,39.863,116.279,6.4,82,97,97
456,39.824,116.146,2.8,26,50,50
457,39.914,116.184,5.5,66,72,72
458,39.742,116.136,5.5,53,99,99
459,39.718,116.404,2.8,82,76,82
460,39.795,116.506,5.5,78,99,99
461,39.886,116.663,5.5,89,93,93
462,40.127,116.655,4.6,40,70,70
463,40.217,116.23,2.8,31,57,57
464,39.937,116.106,3.7,73,57,73
465,40.143,117.1,2.8,19,57,57
466,40.328,116.628,2.8,39,55,55
467,40.37,116.832,3.7,40,61,61
468,40.453,115.972,2.8,63,80,80
469,40.292,116.22,1.9,43,57,57
470,40.365,115.988,1.9,51,68,68
471,116.911,40.499,1.9,16,87,87
472,40.1,117.12,3.7,67,82,82
473,39.712,116.783,3.7,52,76,76
474,116.3,39.52,5.5,60,74,74
475,39.58,116.00,6,,153,153
476,39.899,116.395,7.3,78,114,114
477,39.876,116.394,6.4,79,104,104
478,39.954,116.349,9.1,83,102,102
479,39.856,116.368,6.4,64,117,1
480,39.939,116.483,4,37,74,74
481,31.234814,121.410728,5.5,62,159,159
482,31.2659,121.536,7.3,69,165,165
483,31.20101399999999,121.483231,12.7,65,161,161
484,120.978,31.0935,8.2,75,170,170
485,31.3008,121.467,7.3,61,158,158
486,31.2261,121.425,8.2,64,160,160
487,31.1654,121.412,8.2,66,163,163
488,31.1907,121.703,6.4,65,162,162
489,31.2071,121.577,6.4,63,160,160
490,31.2284,121.533,6.4,61,158,158
491,31.230393,121.473704,7.3,66,162,162
496,41.7832349,123.4267266,6.4,55,160,160
497,36.66222222,117.0486111,3.7,25,82,82
498,36.63777778,117.06888890,6,72,107,107
499,36.66138889,117.0211111,2.9,42,65,65
500,36.61138889,116.9880556,4.7,31,68,68
501,36.59277778,117.0241667,2.2,29,65,65
502,36.663,116.945,3.8,56,72,72
503,36.64088889,116.9427778,3.5,46,82,82
504,36.70027778,116.9477778,5.8,47,85,85
505,36.68722222,116.9886111,2.7,46,68,68
506,36.68527778,117.0602778,6.2,72,85,
507,36.68138889,117.1858333,3.8,28,50,50
508,36.72256667,117.1247222,5.9,53,74,74
509,36.4785,117.2130556,2.2,9,53,53
510,36.54861111,116.7651667,5.7,44,80,80
511,36.68538889,117.1247222,1.8,19,57,57
512,36.06525,120.403259,8.1,53,72,
513,36.054169,120.294134,8.8,62,91,
514,36.069711,120.336184,6,44,80,
515,36.103886,120.36125,8.6,55,95,
516,35.958797,120.185909,7.3,61,114,
517,120.155109,35.970289,9,66,99,99
518,36.085636,120.446784,11.1,67,82,
519,36.240156,120.660697,6,53,72,72
520,36.090925,120.48547,6.6,55,72,72
521,36.18457,120.380186,6.5,52,99,
522,36.154078,120.427178,4.9,62,109,109
523,36.308156,120.39492,10.4,80,91,
524,36.308156,120.460772,4.9,40,76,56
525,117.9544444,36.63777778,12.6,53,87,87
526,36.66555556,117.9233333,12.6,59,99,99
527,36.80833333,118.0422222,18.5,86,144,144
528,36.83805556,118.0447222,19.1,80,152,152
529,36.84333333,118.0175,12,82,158,158
530,36.80305556,118.0244444,25.3,86,124,124
531,36.49722222,117.8477778,8.5,67,85,85
532,117.8702778,36.45972222,13,70,122,122
533,36.81972222,118.3091667,13.5,98,151,151
534,118.2491667,36.76555556,15,77,162,162
535,117.8511111,36.80416667,13.4,68,154,154
536,36.825,117.9205556,16.3,74,156,156
537,36.90472222,118.0158333,18.2,96,144,144
538,34.85138889,117.5638889,11.5,113,151,151
539,34.82,117.5897222,12.3,99,159,159
540,34.79111111,117.2666667,0.1,69,109,109
541,34.77388889,117.5708333,14,106,152,152
542,34.58055556,117.7352778,5.8,107,122,122
543,35.07083333,117.4516667,8,81,156,156
544,34.81027778,117.3147222,7,66,122,122
545,34.8225,117.3575,9.6,91,152,152
546,37.43138889,118.6672222,7.1,55,82,82
547,37.37805556,118.8191667,,59,158,
548,37.43805556,118.625,2.8,22,85,85
549,37.44166667,118.5044444,5.4,57,59,59
550,118.5527778,37.44444444,7.2,57,152,152
551,37.46583333,118.5022222,5.9,62,127,127
552,37.47222222,118.6408333,8.5,68,50,50
553,37.88305556,118.5163889,6.4,47,72,72
554,118.6961111,37.43444444,7.1,35,72,72
555,37.54311096,121.371706,3.8,33,70,70
556,37.546224,121.3185607,2.6,51,72,72
557,37.52368316,121.3553673,5.4,42,72,72
558,37.47141415,121.2550926,4.8,32,61,61
559,37.37605485,121.5817255,6,61,155,155
560,37.47743887,121.4430704,3,24,61,61
561,37.42609554,121.4031242,5.6,58,91,91
562,37.42276743,121.5068398,2.8,52,76,76
563,37.5599778,121.2529217,3.8,50,55,55
564,37.60240665,121.1421659,4.1,42,25,50
565,37.67283315,121.0662505,1.9,25,34,34
566,36.73055556,119.0919444,7.4,69,157,157
567,36.71955556,119.0481667,5.2,73,152,152
568,36.68194444,119.0999444,5.4,79,132,132
569,36.77305556,119.1938889,6,82,151,151
570,36.65722222,119.1613889,6.7,131,147,147
571,36.70083333,119.1625,10.2,81,151,151
572,36.70194444,119.14,8.2,89,152,152
573,36.64111111,119.1108333,4.6,93,162,162
574,36.77305556,119.1095667,8.1,81,151,151
575,35.40888889,116.6186111,6.4,80,112,112
576,35.42505556,116.6936111,10.8,62,107,107
577,116.6038889,35.36477778,5.4,75,117,117
578,116.5476111,35.39088889,7.7,75,112,112
579,35.39088889,116.6576111,6.8,69,119,119
580,35.44277778,116.5963889,7.7,63,117,117
581,35.43677778,116.6376111,7.9,75,102,102
582,36.19416667,117.1536111,10.2,80,142,142
583,36.17583333,117.1180556,9,82,151,151
584,36.19416667,117.0980556,3.8,57,107,107
585,36.20472222,117.1841667,8.8,90,132,132
586,36.17,117.1591667,13,90,151,151
587,36.20194444,117.0411111,7.8,55,114,114
588,36.11638889,117.1013889,3.7,100,166,166
589,37.51292649,122.0620045,5,48,68,68
590,122.1558142,37.32453537,8.1,55,99,99
591,37.51363425,122.1412574,4.9,55,72,72
592,122.0444208,37.48458826,6.6,57,109,109
593,122.0512579,37.53392123,5.4,49,93,93
594,37.42694682,122.1257714,3.5,57,102,102
595,35.40777778,119.5205556,12.2,80,168,168
596,35.38166667,119.5486111,8.4,96,168,168
597,35.38888889,119.4908333,7.6,75,156,156
598,35.4625,119.5688889,10.3,62,157,157
599,35.44222222,119.5327778,13.4,84,160,160
600,35.29361111,119.34,10,95,162,162
601,35.37361111,119.5086111,9.2,90,164,164
602,36.205,117.695,11.9,117,164,164
603,36.22888889,117.6888889,,,,
604,36.26611111,117.6469444,15.8,106,174,174
605,36.245,117.7330556,22,98,168,168
606,36.20805556,117.725,10.7,105,171,171
607,117.8661111,36.06694444,15.5,109,173,173
608,35.06222222,118.2938889,13.9,101,127,127
609,35.05722222,118.3416667,10,127,99,127
610,35.11527778,118.2877778,10,149,168,168
611,35.10527778,118.3477778,11,99,149,149
612,34.98166667,118.2763889,8.8,107,152,152
613,34.99944444,118.2516667,8.9,83,147,147
614,35.08972222,118.4023333,10.7,110,139,139
615,35.01055556,118.43,10.6,87,151,151
616,37.46527778,116.3083333,9.2,64,117,117
617,37.46638889,116.3061111,8.8,63,91,91
618,116.3713889,37.43222222,8,59,89,89
619,37.44888889,116.3188889,7.9,70,85,85
620,37.46194444,116.3516667,7.7,56,82,82
621,37.47805556,116.3105556,3.1,63,109,109
622,36.44444444,115.9661111,7.6,63,102,102
623,36.45666667,115.9966667,6.9,78,144,144
624,36.47944444,115.9836111,6.6,62,97,97
625,36.43194444,115.9513889,6.1,60,93,93
626,36.47111111,115.9547222,12.6,53,85,85
627,36.45916667,116.0377778,7.4,68,97,97
628,37.37944444,118.0208333,15.6,90,162,162
629,37.38305556,117.9830556,16.3,102,174,174
630,117.9966667,37.36083333,16.1,134,168,168
631,37.39555556,117.9377778,12.6,94,159,159
632,37.35555556,117.9375,16,104,156,156
633,37.3675,117.9730556,14.9,95,161,161
634,35.24888889,115.4227778,9.9,68,139,139
635,35.22305556,115.5258333,11.3,58,139,139
636,35.2375,115.4747222,8.9,67,151,151
637,35.24361111,115.4086111,10,60,117,117
638,35.26194444,115.5191667,5,52,102,102
639,35.27,115.455,11,50,114,114
640,36.22888889,117.6888889,16.7,116,156,156
641,38.031,114.542,0.1,93,151,151
642,38.012,114.467,0.1,119,153,153
643,38.055,114.564,,,,
644,38.051,114.455,13,114,152,152
645,38.052,114.521,0.1,78,139,139
646,38.14,114.502,0.1,83,107,107
647,38.04,114.605,0.1,84,149,149
648,37.91,114.354,0.1,52,112,112
649,39.658,118.184,,,,102
650,39.668,118.219,0.1,77,95,95
651,39.63,118.2,,,,114
652,39.641,118.185,0.1,69,114,114
653,39.643,118.144,0.1,76,89,89
654,39.631,118.166,0.1,75,109,109
655,39.957,119.602,0.1,70,104,104
656,39.828,119.526,0.1,52,99,99
657,40.018,119.762,0.1,73,89,89
658,39.942,119.537,0.1,70,89,89
659,39.936,119.607,0.1,75,93,93
660,36.62,114.496,0.1,78,129,129
661,36.618,114.513,0.1,57,117,117
662,36.616,114.543,0.1,66,163,163
663,36.578,114.504,0.1,75,134,134
664,37.096,114.533,0.1,87,152,152
665,37.097,114.482,0.1,69,149,149
666,37.053,114.526,0.1,99,117,117
667,37.062,114.485,0.1,44,82,82
668,38.871,115.521,0.1,71,124,124
669,38.842,115.461,4,47,87,60
670,38.896,115.522,0.1,82,124,124
671,38.911,115.471,0.1,75,122,122
672,38.876,115.442,0.1,56,99,99
673,38.863,115.493,0.1,55,109,109
674,40.769,114.903,0.1,31,76,76
675,114.904,40.873,0.1,38,68,68
676,40.837,114.898,0.1,25,55,55
677,40.811,114.881,0.1,42,21,42
678,40.795,114.892,0.1,33,102,102
679,40.916,117.966,0.1,52,30,52
680,40.973,117.818,0.1,50,46,50
681,40.984,117.952,0.1,49,85,85
682,40.936,117.963,0.1,35,74,74
