UID,Lat,Lon,CO,PM10,PM25,AQI
79,44.417999,-118.951302,,11,11,11
80,42.190296,-121.731369,,11,10,11
81,-118.095206,45.339,,14,11,14
82,42.189215,-120.353969,,10,13,13
83,44.778743,-122.617048,,25,58,58
84,42.31411,-122.87923,,11,1,28
85,45.652231,-118.823033,,10,8,10
86,45.496641,-122.602877,2.7,8,7,8
87,44.299787,-120.844773,,11,9,11
88,43.2266,-123.36479,,11,9,11
89,44.943114,-123.005934,,8,6,24
90,42.623225,-122.810158,,10,6,28
91,45.014998,-122.790382,,19,50,50
92,44.2921,-121.5555,,3,8,8
93,44.3958,-122.7305,,6,5,6
94,45.602419,-121.203387,,11,11,30
95,44.630600,-121.131599,,46,,46
96,-123.83173,46.97228,,,11,11
97,47.64476,-117.58913,,16,19,
98,48.520590,-122.61428,,,17,17
99,48.4654,-122.56,,,3,21
100,47.61311,-122.20161,5,,1,29
101,48.76278,-122.44028,0.1,1,2,22
102,47.592675,-122.62739,2.4,,8,8
103,48.29786,-124.62491,0.9,,7,22
104,46.66409,-122.96732,,,6,6
105,46.425416,-117.060445,,,13,13
106,47.8082264,-117.34327,,16,1,1
107,48.54296,-117.90326,,42,35,42
108,-122.55441,48.95074,0.1,3,6,22
109,48.2468,-121.6031,,,6,6
110,46.318,-117.985,,,8,8
111,-120.545,46.99364,,,21,21
112,46.4085229,-120.5441734,,21,17,21
113,46.21835,-119.20152,,3,6,6
114,47.38614,-122.23195,4.3,,14,14
115,47.02938,-122.82161,,,5,5
116,46.8153,-117.8739,,,11,11
117,47.75452,-122.28034,6,,17,17
118,-120.6647,47.59886,,,3,3
119,47.6603562,-117.0799962,,13,38,38
120,46.139443,-122.961944,,7,5,17
121,47.8064,-122.3167,2.4,,5,5
122,48.9477,-122.1471,0.1,1,8,12
123,48.054315,-122.171529,2.4,,5,18
124,46.5754,-119.0021,,3,4,4
125,47.1303,-119.2737,,,7,7
126,-122.3376,48.4102,,,5,18
127,48.366058,-124.610045,0.9,,7,22
128,47.49022,-121.77278,5,,6,19
129,48.2944,-122.66,,,3,21
130,46.818292,-123.197083,,,15,15
131,48.39999,-119.51896,,,13,13
132,48.11697,-123.46555,0,,13,13
133,48.12919,-122.77897,,,11,21
134,46.7244,-117.18014,,,9,9
135,47.1401,-122.3004,,,5,5
136,47.2372495,-122.409946,3,,10,11
137,46.68562,-123.7285563,,,18,18
138,47.128,-118.3819,,,5,5
139,47.23136,-117.36856,,16,8,8
140,47.5713,-122.3057,1.4,,12,
141,47.559975,-122.338265,4.3,,1,1
142,47.6171136,-122.3044689,5.8,,9,
143,47.6331,-122.3628,6,,21,21
144,47.53091,-122.3208,4.3,,18,18
145,-123.10081,47.21355,,,8,8
146,47.672482,-117.36485,,51,13,51
147,47.6630,-117.4283,,13,17,17
148,-117.25765,47.663962,,51,25,51
149,47.69983,-117.42631,,16,8,8
150,-122.385,47.2656,4.3,,10,10
151,47.18631,-122.45154,,,8,8
152,46.38024,-120.33266,,6,5,6
153,48.069,-122.275,,,10,19
154,48.36451,-120.12113,,,6,6
155,45.668065,-122.549247,,10,17,17
156,46.05881,-118.35147,,,7,7
157,47.88528,-117.98865,,16,6,6
158,47.43061,-120.34195,,,25,
159,48.47724,-120.19057,,,6,6
160,46.37543,-120.72932,,6,1,6
161,45.86639,-122.40889,2.7,7,5,7
162,46.59495,-120.51228,,6,5,6
163,46.4452069,-120.438234,,21,50,50
164,45.61071,-122.535634,,10,17,17
177,29.7706975,-95.0312316,1.2,23,50,23
178,29.686389,-95.294722,2.3,,18,18
179,29.5830473,-95.0155437,1.2,25,25,25
180,30.3503017,-95.4251278,,,39,39
181,29.7679707,-95.2205867,2.3,,18,18
182,32.1754284,-96.8701803,,,7,33
183,-96.3176773,32.5649518,,,25,28
184,32.6563574,-97.0885849,1.2,9,20,29
185,32.7591432,-97.3423337,1.2,10,10,31
186,-98.431251,29.4072945,,,29,29
187,29.2753812,-98.3116919,,,20,25
188,29.3529047,-98.3328207,,,29,29
189,29.4239327,-98.5805051,,,27,32
190,29.3328029,-98.5513964,,,43,32
191,29.51509,-98.620166,,,14,26
192,29.5877306,-98.3124785,,,25,25
193,31.6675,-106.288,2.3,20,36,36
194,27.4269883,-97.2987037,,,45,45
195,30.06717,-94.09093,,,16,
196,31.8702534,-102.3347563,,,35,35
197,29.2544736,-94.8612886,1.2,25,42,42
198,31.6530743,-97.0706982,1.2,,17,32
199,27.599444,-99.533333,,,42,42
200,35.2015839,-101.9092481,,,28,28
201,-95.2575931,29.7337263,2.3,,18,22
202,29.670025,-95.1285077,1.2,23,22,22
203,-95.3261248,29.901037,3.4,,25,25
204,32.8200608,-96.8601165,1.2,9,20,30
205,-97.1962872,33.2190564,,,10,34
206,32.4820815,-97.0269224,1.2,9,35,35
207,31.7467425,-106.4027843,2.3,56,13,56
208,31.7656976,-106.4552204,3.4,56,9,56
209,-106.5012595,31.7682914,3.4,14,36,36
210,26.2262097,-98.291069,,,43,43
211,27.8118142,-97.4657005,,,48,48
212,-94.3177999,29.8639525,,,40,40
213,30.1946263,-93.8672095,,,45,45
214,25.8925176,-97.4938295,4.5,,122,14
215,31.8365747,-102.3420368,,,35,35
216,30.0584604,-95.1897514,3,22,37,37
217,30.4831681,-97.8723005,,,5,28
218,30.3544356,-97.7602554,,,7,25
219,29.9229186,-93.9090282,,,40,40
220,26.0696153,-97.1621996,5,,122,21
221,32.6689873,-94.1674569,,1,28,28
222,33.8630221,-98.5717882,,,,
223,28.704607,-100.4511555,1.9,18,29,29
224,30.2632079,-97.7128831,,,50,34
225,33.590764,-101.8504185,,,,
226,32.0319398,-96.3991377,,,7,32
227,30.2583319,-97.7203007,,,42,42
228,29.9624745,-96.7458748,,,25,25
229,38.20185,-120.68028,,5,34,42
230,37.74871,-119.58709,,8,30,30
231,39.23352,-121.05567,,1,5,46
232,39.32782,-120.18459,,,21,13
233,-120.95391,39.09979,,3,13,36
234,40.30961,-121.22779,,,34,
235,39.80587,-120.46866,,,,
236,39.93957,-120.94438,,,17,17
237,35.05045,-118.14778,,10,13,51
238,36.48187,-121.73333,2.3,,30,30
239,36.20902,-121.12596,,344,17,22
240,36.98401,-121.99097,1.9,,9,21
241,34.17599,-118.31701,,,,
242,34.14437,-117.85038,1.9,40,63,63
243,34.06653,-118.22676,4.5,41,65,65
244,33.82376,-118.18916,,,46,
245,34.1992,-118.53275,1.8,22,55,55
246,34.38337,-118.52839,2.5,22,67,67
247,33.7924,-118.17525,2.6,40,56,56
248,33.92077,-116.85841,,,71,92
249,-117.33104,33.67653,2.9,25,72,80
250,33.99636,-117.4924,1.6,50,62,62
251,33.94586,-117.40056,8.9,54,53,
252,33.99952,-117.41595,2.7,38,70,70
253,33.58333,-117.08333,2.9,25,45,45
254,34.24313,-117.2723,2.7,38,67,69
255,34.10367,-117.62906,4.6,22,76,76
256,35.04676,-120.58777,2.2,188,153,188
257,-120.66799,35.49153,,,,
258,35.02079,-120.56389,2.2,219,168,219
259,35.25651,-120.6693,2.2,7,13,18
260,34.44551,-119.82845,2.3,24,25,25
261,34.63782,-120.4575,3.4,10,13,18
262,34.42775,-119.69091,1.8,24,25,33
263,34.94287,-120.43561,1,63,42,42
264,34.25238,-119.14318,1.9,20,21,38
265,34.44804,-119.23131,1.8,20,25,42
266,-118.80991,34.40426,1.9,22,30,44
267,34.2764,-118.68375,1.9,22,34,43
268,32.84231,-116.76784,,,30,43
269,33.21701,-117.39616,,,18,39
270,32.7912,-116.9421,,,35,
271,33.12772,-117.07536,,,,
272,32.70148,-117.14962,4.5,,67,
273,38.12275,-122.90836,,,,
274,36.81931,-119.71639,1.8,12,13,40
275,36.70556,-119.74139,1.8,25,22,43
276,36.78538,-119.77321,1.8,25,22,42
277,36.19865,-120.10117,,25,17,45
278,36.63434,-120.38234,2,13,13,38
279,-119.06261,35.35662,,,25,47
280,34.84155,-118.86058,,,50,50
281,36.31572,-119.64323,1.8,25,25,45
282,36.86719,-120.01011,2,17,5,43
283,37.28177,-120.43368,1.9,,17,38
284,37.79338,-121.24779,1.6,30,25,30
285,37.95075,-121.26897,1.6,30,21,30
286,37.68268,-121.44238,1.6,11,13,11
287,37.64217,-120.99421,1.9,15,5,33
288,36.03179,-119.05505,,8,70,70
289,36.33252,-119.29095,,15,42,50
290,33.35264,-115.73419,,47,17,39
291,32.67618,-115.48307,2,32,53,53
292,33.16923,-115.85593,,47,16,42
293,33.17638,-115.6231,,30,32,42
294,33.50896,-115.91954,,384,12,5
295,33.51831,-116.07538,,384,5,5
296,39.76168,-121.84047,1.8,4,25,31
297,-121.66881,39.32756,,1,38,38
298,39.18919,-121.99887,,9,5,38
299,39.53387,-122.19083,1.8,4,13,37
300,38.74643,-121.26498,,3,5,39
301,38.30256,-121.42083,1.4,11,30,30
302,38.68329,-121.16444,,3,17,43
303,38.61374,-121.36801,,11,42,42
304,-121.49311,38.56844,,11,25,39
305,40.45318,-122.29883,,,18,33
306,38.35655,-121.94986,3.8,11,9,28
307,39.13876,-121.61872,,1,5,32
308,38.53455,-121.7734,,11,25,32
309,38.66121,-121.73269,,11,9,40
310,37.48822,-120.83592,1.9,15,5,38
317,33.83061,-117.9385,2.6,40,45,45
324,39.77919,-121.59135,1.8,4,5,31
325,34.21014,-118.8705,1.9,22,34,40
326,39.15047,-123.20655,,,17,17
327,33.27275,-115.90062,,47,12,42
328,36.84343,-121.3621,2.3,13,13,25
329,-23.4892079,-46.6741555,,6,,7
330,-21.1860297,-50.4394393,,18,,18
331,-21.7829663,-48.1864714,,12,,12
332,-22.329295,-49.0905538,,15,,15
333,-22.9028433,-47.0571098,6.4,13,,13
334,-23.6667239,-46.7816448,,8,,8
335,-23.5239623,-46.8411243,1,18,,18
336,-48.9829903,-21.1420049,,19,,19
337,-23.5502041,-46.6784605,6.4,11,,11
338,-23.6186305,-46.6482747,5.5,1,38,38
339,-23.880185,-46.4179827,,10,,10
340,-23.8436848,-46.377867,,11,,11
341,-23.8508082,-46.389992,,27,,27
342,-23.6818396,-46.620967,,10,,10
343,-23.4562135,-46.5182887,,10,9,10
344,-23.5804482,-46.6638124,1,,5,6
345,-23.6824703,-46.676091,,10,,10
346,,,,,,
347,-23.5019101,-46.4204122,,16,21,21
348,-23.5817434,-46.462333,,,,5
349,-23.2978962,-45.9676625,,20,,20
350,-22.2995131,-48.5650057,,7,,7
351,-23.6527809,-46.7123885,,7,,7
352,-23.5094696,-46.7094213,4.6,21,46,46
353,-22.1998744,-49.9599878,,17,,17
354,-46.4655954,-23.6693596,,4,,7
355,-46.5995903,-23.5603265,3.7,11,,11
356,-46.5111479,-23.6033222,,10,,10
357,-23.5279275,-46.8143874,3.7,15,,15
358,-49.2246518,-21.4649748,4.6,20,38,38
359,-23.5406338,-46.6320967,1.9,13,21,21
360,-22.7650153,-47.1500274,,13,,13
361,-22.6794457,-47.6824383,,10,,10
362,-23.5630037,-46.6864347,1.9,10,21,21
363,-22.7007113,-47.651941,,26,30,30
364,-51.4053949,-22.1205834,,11,,11
365,-21.1551602,-47.8276963,,,,
366,,,,38,,
367,-23.645681,-46.4933389,,7,,7
368,-23.5406338,-46.6320967,3.7,20,,20
369,-23.498181,-46.6263306,,,,5
370,-23.6600932,-46.6552137,5.5,10,,10
371,-23.9628155,-46.3202369,,8,,8
372,-23.9821223,-46.3000817,,11,17,17
373,-23.6233625,-46.5552433,1,10,,10
374,-20.7846581,-49.3981148,,15,38,38
375,,,,,,
376,-47.4776113,-23.5026065,,13,,13
377,-23.6090545,-46.7559386,5.5,16,,16
378,-22.97572,-47.0039545,,12,,12
379,-12.1005158,-76.9931074,6,,52,52
380,-12.0685169,-77.0413344,3,23,51,51
381,-12.0429356,-76.958545,8,40,58,58
382,-12.1580556,-76.9294444,7,96,57,96
383,20.518569711338,-100.81674332276,10.8,51,39,
384,20.537937144279,-100.84064845752,7.4,53,30,53
385,28.632583333333,-106.03883333333,7.8,41,83,83
386,31.8599083333,-116.603822222,,,,
387,20.629554249053,-103.26392977309,7.4,61,117,117
388,-103.32652222222,20.5767,2.5,63,117,117
389,-103.34343019128,20.61504997567,8.2,51,109,109
390,20.641445843732,-103.31262961377,6.8,56,109,109
391,20.680450840176,-103.39873310432,5.5,57,,
392,20.120195464739,-98.740000744464,3.4,3,6,16
393,20.674779695762,-101.35569204208,0.1,43,,53
394,21.10868,-101.68874,1.5,24,5,24
395,-101.19007817525,20.570367344035,18.7,31,57,31
396,19.270192914173,-99.595307048355,9.4,49,93,93
397,19.294298341379,-99.655297086786,9.7,48,78,78
398,19.658223,-99.09659,4.5,42,76,42
399,19.635501,-98.912003,3.4,16,76,18
400,19.601973592327,-99.176832931342,6.7,20,59,59
401,19.532251530332,-99.029948820132,,,,
402,19.525995,-99.0824,6.7,34,38,18
403,19.528397053703,-99.204241583862,,,,
404,19.42461,-99.119594,10,37,70,70
405,19.384413,-99.117641,11.2,40,57,57
406,19.360794,-99.07388,8.9,30,68,68
407,19.325146,-99.204136,6.7,52,46,46
408,19.313687302949,-99.149667649478,,,,
409,19.246459,-99.010564,4.5,32,46,46
410,19.482473,-99.243524,5.6,68,59,68
411,19.411617,-99.152207,5.6,23,57,57
412,19.3863928,-99.2255625,5.6,42,68,68
413,19.350258,-99.157101,6.7,32,55,55
414,-22.085518710314,-70.188682515839,5,45,68,68
415,-22.063792,-70.185945,,68,160,160
416,-68.937706917007,-22.460270722943,3.5,41,37,41
417,-22.44283906304,-68.932546346863,3.5,54,60,60
418,-23.61354215815,-70.383315682411,,44,68,68
419,-34.162314609087,-70.713919225517,16.2,74,128,128
420,-34.143888375919,-70.737131207664,16.2,67,151,151
421,-33.516630362266,-70.588123961971,33.5,75,149,149
422,-34.974925077541,-71.233967512329,,77,170,170
423,-71.619553864003,-35.435725588722,,53,126,126
424,-35.406582744695,-71.633396474869,,44,99,99
425,-38.74869912298,-72.620788228172,11.6,71,169,169
426,-38.764767451719,-72.598795682209,42.8,114,220,220
427,-38.725302444781,-72.571192550926,3,6,8,6
428,-40.584478665958,-73.11871982209,,65,156,156
429,-33.422301,-70.651162,21,86,153,153
430,-33.37677352033,-70.523326784061,,52,104,104
431,-33.464142,-70.660797,15.3,76,153,153
432,-33.437811379126,-70.750171233135,16,93,159,159
433,-33.492848789461,-70.719440279762,10,57,57,57
434,-33.547099645619,-70.666204101852,17.6,70,152,152
435,-33.433089610143,-70.732147868717,23.3,92,160,160
436,-33.591390623022,-70.594788,21.6,62,93,93
437,-33.673752071375,-70.953064737434,6.7,66,154,154
438,-33.365775677885,-70.748288055225,12.4,83,115,
439,-39.831316104673,-73.22851282209,,73,166,166
440,-22.111064,-70.210828,5,52,89,89
441,-22.462144644634,-68.92806169339,3.5,27,34,34
442,-36.594880886514,-72.089253650482,,,131,131
443,-36.616167751711,-72.093040558483,,54,151,151
444,-37.471182288689,-72.36146284977,,57,151,151
445,-45.57996447948,-72.061125987766,,79,167,167
446,39.929,116.417,12.7,60,87,87
447,39.886,116.407,12.7,56,87,87
448,39.929,116.339,12.7,62,91,91
449,116.352,39.878,13.6,54,85,85
450,39.982,116.397,10,50,72,72
451,39.937,116.461,17.2,62,89,89
452,39.987,116.287,11.8,60,63,63
453,40.09,116.174,3.7,70,80,80
454,40.002,116.207,12.7,51,59,59
455,116.279,39.863,12.7,56,76,76
456,39.824,116.146,10.9,62,82,82
457,39.914,116.184,13.6,66,89,89
458,39.742,116.136,10.9,83,82,83
459,116.404,39.718,9.1,70,82,82
460,39.795,116.506,14.5,32,93,93
461,39.886,116.663,14.5,61,91,91
462,40.127,116.655,11.8,32,65,65
463,116.23,40.217,8.2,51,57,57
464,39.937,116.106,10,63,93,93
465,40.143,117.1,15.4,64,85,85
466,40.328,116.628,1.9,73,76,76
467,40.37,116.832,6.4,70,55,70
468,40.453,115.972,7.3,58,70,70
469,40.292,116.22,9.1,40,70,70
470,40.365,115.988,4.6,52,91,91
471,116.911,40.499,4.6,25,13,31
472,40.1,117.12,10.9,40,65,65
473,39.712,116.783,4,38,102,102
474,39.52,116.3,12.7,46,80,80
475,39.58,116,5.5,,80,80
476,39.899,116.395,10.9,65,87,87
477,39.876,116.394,13.6,57,95,95
478,116.349,39.954,16.3,60,95,95
479,39.856,116.368,12.7,63,107,107
480,39.939,116.483,3.7,37,74,74
481,31.234814,121.410728,5.5,62,161,161
482,31.2659,121.536,3.7,61,158,158
483,31.20101399999999,121.483231,8.2,70,166,166
484,31.0935,120.978,7.3,75,158,158
485,31.3008,121.467,5.5,60,157,157
486,31.2261,121.425,5.5,64,160,160
487,31.1654,121.412,10,76,162,162
488,31.1907,121.703,3.7,52,144,144
489,31.2071,121.577,4.6,61,158,158
490,31.2284,121.533,4.6,56,153,153
491,31.230393,121.473704,5.5,61,158,158
496,41.7832349,123.4267266,3.7,48,38,38
497,36.66222222,117.0486111,3.2,73,122,122
498,36.63777778,117.06888890,6,72,107,107
499,36.66138889,117.0211111,3.5,78,82,82
500,36.61138889,116.9880556,5.3,58,153,153
501,36.59277778,117.0241667,3.8,56,109,109
502,36.663,116.945,4.4,66,78,78
503,36.64088889,116.9427778,3.6,82,109,109
504,36.70027778,116.9477778,5.1,79,95,95
505,36.68722222,116.9886111,4.3,61,63,63
506,36.68527778,117.0602778,4.9,79,117,117
507,36.68138889,117.1858333,4.5,85,68,85
508,117.1247222,36.72256667,7.7,106,124,124
509,36.4785,117.2130556,2.5,42,85,85
510,36.54861111,116.7651667,4.3,79,99,99
511,36.68538889,117.1247222,2.6,62,99,99
512,36.06525,120.403259,8.1,53,72,
513,36.054169,120.294134,8.8,62,91,
514,36.069711,120.336184,6,44,80,
515,36.103886,120.36125,8.6,55,95,
516,35.958797,120.185909,7.3,61,114,
517,35.970289,120.155109,1.5,49,50,50
518,36.085636,120.446784,11.1,67,82,
519,120.660697,36.240156,4.3,37,9,37
520,36.090925,120.48547,1.8,40,50,48
521,36.18457,120.380186,6.5,52,99,
522,36.154078,120.427178,0.7,58,21,58
523,36.308156,120.39492,10.4,80,91,
524,36.308156,120.460772,4.5,60,97,97
525,36.63777778,117.9544444,7.1,45,50,50
526,117.9233333,36.66555556,8.7,58,65,65
527,36.80833333,118.0422222,12.4,99,102,102
528,36.83805556,118.0447222,14.4,88,102,102
529,36.84333333,118.0175,11.4,78,152,152
530,36.80305556,118.0244444,15.4,102,129,129
531,36.49722222,117.8477778,6.1,53,63,63
532,36.45972222,117.8702778,6,36,59,59
533,36.81972222,118.3091667,7.2,86,109,109
534,36.76555556,118.2491667,7.8,63,42,63
535,36.80416667,117.8511111,8.1,83,104,104
536,36.825,117.9205556,6.3,49,78,78
537,118.0158333,36.90472222,12.1,127,149,149
538,117.5638889,34.85138889,0.1,70,76,76
539,34.82,117.5897222,3.2,82,74,82
540,34.79111111,117.2666667,0.1,64,97,97
541,34.77388889,117.5708333,5.1,65,122,122
542,117.7352778,34.58055556,4.1,63,76,76
543,117.4516667,35.07083333,0.1,51,93,93
544,34.81027778,117.3147222,3.4,45,76,76
545,34.8225,117.3575,3.1,57,104,104
546,37.43138889,118.6672222,7.1,69,72,72
547,37.37805556,118.8191667,,59,158,
548,118.625,37.43805556,4.2,61,99,61
549,37.44166667,118.5044444,7.2,72,74,74
550,37.44444444,118.5527778,8.4,74,82,82
551,37.46583333,118.5022222,6.1,63,114,114
552,37.47222222,118.6408333,8.3,70,95,95
553,37.88305556,118.5163889,6.6,64,82,82
554,118.6961111,37.43444444,9,61,87,87
555,37.54311096,121.371706,3.9,40,46,46
556,37.546224,121.3185607,2.1,92,34,92
557,121.3553673,37.52368316,5.2,38,55,55
558,37.47141415,121.2550926,5.1,51,50,51
559,37.37605485,121.5817255,5.2,67,55,67
560,37.47743887,121.4430704,2.7,38,50,50
561,37.42609554,121.4031242,2.8,70,68,70
562,37.42276743,121.5068398,0.9,54,63,63
563,37.5599778,121.2529217,4.3,83,87,87
564,37.60240665,121.1421659,4,73,42,73
565,37.67283315,121.0662505,1.5,57,46,57
566,36.73055556,119.0919444,3.4,62,74,74
567,36.71955556,119.0481667,1.9,65,70,70
568,36.68194444,119.0999444,3.2,63,85,85
569,36.77305556,119.1938889,3.4,84,57,84
570,36.65722222,119.1613889,3,69,91,91
571,36.70083333,119.1625,1.1,53,80,80
572,36.70194444,119.14,3.4,78,55,78
573,36.64111111,119.1108333,1.8,79,76,79
574,36.77305556,119.1095667,3.5,62,72,72
575,35.40888889,116.6186111,3.4,61,91,61
576,35.42505556,116.6936111,6.2,104,89,104
577,35.36477778,116.6038889,4.2,56,25,56
578,35.39088889,116.5476111,5.3,73,72,73
579,116.6576111,35.39088889,4,72,57,72
580,35.44277778,116.5963889,4.9,56,109,109
581,35.43677778,116.6376111,2.7,62,91,91
582,36.19416667,117.1536111,9.3,47,91,91
583,36.17583333,117.1180556,6.1,39,85,85
584,36.19416667,117.0980556,4.8,29,68,68
585,36.20472222,117.1841667,7.1,63,93,93
586,36.17,117.1591667,8.6,79,85,85
587,36.20194444,117.0411111,4.2,48,68,68
588,36.11638889,117.1013889,10.8,62,80,80
589,37.51292649,122.0620045,3.2,35,30,35
590,37.32453537,122.1558142,4.7,26,21,32
591,37.51363425,122.1412574,2.7,50,30,50
592,37.48458826,122.0444208,4.4,55,42,55
593,37.53392123,122.0512579,3.5,31,30,31
594,37.42694682,122.1257714,7,45,5,45
595,35.40777778,119.5205556,4.2,50,93,93
596,35.38166667,119.5486111,3.1,18,55,55
597,35.38888889,119.4908333,1.4,40,61,61
598,35.4625,119.5688889,3.1,49,61,61
599,35.44222222,119.5327778,6.1,31,61,61
600,35.29361111,119.34,4.6,36,76,76
601,35.37361111,119.5086111,2.3,25,82,82
602,36.205,117.695,10.6,66,82,82
603,117.6888889,36.22888889,,,,
604,117.6469444,36.26611111,9.4,67,107,107
605,36.245,117.7330556,19.3,53,61,61
606,36.20805556,117.725,11.4,62,95,95
607,117.8661111,36.06694444,10.4,51,38,51
608,35.06222222,118.2938889,6.5,51,70,70
609,35.05722222,118.3416667,5.9,27,70,70
610,35.11527778,118.2877778,4.5,51,97,97
611,35.10527778,118.3477778,6.1,56,97,97
612,34.98166667,118.2763889,5,51,107,107
613,34.99944444,118.2516667,5.1,58,97,97
614,35.08972222,118.4023333,5.5,30,63,63
615,35.01055556,118.43,5.7,54,70,70
616,37.46527778,116.3083333,12.5,85,132,132
617,37.46638889,116.3061111,14.8,91,134,134
618,37.43222222,116.3713889,12.7,79,104,104
619,37.44888889,116.3188889,9.4,90,114,114
620,37.46194444,116.3516667,10.8,71,159,159
621,37.47805556,116.3105556,4.8,92,144,144
622,36.44444444,115.9661111,7.4,189,102,189
623,36.45666667,115.9966667,5.3,97,139,139
624,36.47944444,115.9836111,8.4,89,82,89
625,36.43194444,115.9513889,5.8,138,155,155
626,36.47111111,115.9547222,8.7,122,82,122
627,36.45916667,116.0377778,6.3,128,127,128
628,37.37944444,118.0208333,9.1,56,107,107
629,37.38305556,117.9830556,8.4,60,85,85
630,37.36083333,117.9966667,5.2,68,119,119
631,37.39555556,117.9377778,6.5,73,112,112
632,37.35555556,117.9375,9.8,87,132,132
633,117.9730556,37.3675,9.9,81,165,165
634,35.24888889,115.4227778,8.5,88,117,117
635,115.5258333,35.22305556,11.9,87,119,119
636,35.2375,115.4747222,3.2,97,134,134
637,35.24361111,115.4086111,8.6,82,89,89
638,35.26194444,115.5191667,12.6,75,99,99
639,35.27,115.455,10.2,83,127,127
640,36.22888889,117.6888889,1.8,54,76,76
641,38.031,114.542,0.1,81,107,107
642,38.012,114.467,0.1,77,114,114
643,38.055,114.564,,,,
644,38.051,114.455,0.1,87,127,127
645,38.052,114.521,0.1,68,114,114
646,38.14,114.502,0.1,60,127,127
647,38.04,114.605,0.1,74,112,112
648,37.91,114.354,0.1,97,78,97
649,39.658,118.184,,,,112
650,39.668,118.219,0.1,80,95,95
651,39.63,118.2,,,,99
652,118.185,39.641,0.1,80,93,93
653,39.643,118.144,0.1,74,95,95
654,39.631,118.166,0.1,73,59,73
655,39.957,119.602,0.1,36,38,38
656,39.828,119.526,0.1,30,25,30
657,40.018,119.762,0.1,20,38,38
658,119.537,39.942,0.1,53,70,70
659,39.936,119.607,0.1,54,30,54
660,36.62,114.496,0.1,112,159,159
661,114.513,36.618,0.1,113,163,163
662,36.616,114.543,0.1,130,166,166
663,114.504,36.578,0.1,117,170,170
664,37.096,114.533,0.1,113,179,179
665,37.097,114.482,0.1,104,168,168
666,37.053,114.526,0.1,116,157,157
667,37.062,114.485,0.1,103,147,147
668,38.871,115.521,0.1,66,91,91
669,38.842,115.461,,,,82
670,38.896,115.522,0.1,64,82,82
671,38.911,115.471,0.1,61,95,95
672,115.442,38.876,0.1,63,85,85
673,38.863,115.493,0.1,47,95,95
674,40.769,114.903,0.1,89,112,112
675,40.873,114.904,0.1,68,142,142
676,40.837,114.898,0.1,71,119,119
677,40.811,114.881,0.1,91,93,93
678,40.795,114.892,0.1,56,114,114
679,117.966,40.916,0.1,25,42,42
680,40.973,117.818,0.1,14,53,53
