UID,Lat,Lon,CO,PM10,PM25,AQI
200,35.2015839,-101.9092481,,,28,28
201,29.7337263,-95.2575931,3.4,,25,25
202,29.670025,-95.1285077,1.2,13,19,19
203,29.901037,-95.3261248,3.4,,24,24
204,32.8200608,-96.8601165,3.4,38,60,60
205,33.2190564,-97.1962872,,,48,48
206,32.4820815,-97.0269224,1.2,38,53,53
207,31.7467425,-106.4027843,2.3,9,48,48
208,31.7656976,-106.4552204,2.3,9,57,9
209,31.7682914,-106.5012595,3.4,35,47,47
210,26.2262097,-98.291069,,,37,37
211,27.8118142,-97.4657005,,,27,27
212,29.8639525,-94.3177999,,,23,23
213,30.1946263,-93.8672095,,,23,23
214,25.8925176,-97.4938295,4.5,,122,16
215,31.8365747,-102.3420368,,,42,42
216,30.0584604,-95.1897514,3,22,37,37
217,30.4831681,-97.8723005,,,6,18
218,30.3544356,-97.7602554,,,6,18
219,29.9229186,-93.9090282,,,23,23
220,26.0696153,-97.1621996,5,,122,21
221,32.6689873,-94.1674569,,18,41,18
222,33.8630221,-98.5717882,,,,
223,28.704607,-100.4511555,1.9,,34,34
224,30.2632079,-97.7128831,,,59,12
225,-101.8504185,33.590764,,,,
226,32.0319398,-96.3991377,,,19,22
227,30.2583319,-97.7203007,,,76,76
228,29.9624745,-96.7458748,,,21,21
229,-120.68028,38.20185,,6,34,34
230,37.74871,-119.58709,,15,21,21
231,-121.05567,39.23352,,6,17,17
232,39.32782,-120.18459,,,21,13
233,39.09979,-120.95391,,3,38,38
234,40.30961,-121.22779,,,34,
235,-120.46866,39.80587,,,,
236,39.93957,-120.94438,,,17,17
237,35.05045,-118.14778,,45,17,35
238,36.48187,-121.73333,2.3,,13,13
239,-121.12596,36.20902,,8,25,25
240,36.98401,-121.99097,1.5,,17,17
241,34.17599,-118.31701,,,,
242,34.14437,-117.85038,0.2,44,54,54
243,34.06653,-118.22676,2.6,26,55,55
244,-118.18916,33.82376,,,46,
245,-118.53275,34.1992,2.6,20,89,89
246,34.38337,-118.52839,1.7,20,66,66
247,33.7924,-118.17525,1.6,44,31,33
248,33.92077,-116.85841,,,103,103
249,-117.33104,33.67653,2,20,73,73
250,33.99636,-117.4924,1.5,40,66,66
251,33.94586,-117.40056,8.9,54,53,
252,-117.41595,33.99952,2.2,36,78,78
253,33.58333,-117.08333,1.7,20,39,39
254,34.24313,-117.2723,2.2,36,47,47
255,-117.62906,34.10367,3.9,42,80,80
256,35.04676,-120.58777,6.2,10,21,21
257,35.49153,-120.66799,,,,
258,35.02079,-120.56389,6.2,4,9,9
259,35.25651,-120.6693,6.2,15,13,17
260,34.44551,-119.82845,2.3,6,25,25
261,34.63782,-120.4575,3.4,5,5,15
262,-119.69091,34.42775,1.6,6,25,27
263,-120.43561,34.94287,1.6,29,21,21
264,34.25238,-119.14318,2.2,43,46,46
265,-119.23131,34.44804,1.8,43,50,50
266,34.40426,-118.80991,2.6,22,61,61
267,34.2764,-118.68375,2.6,22,55,55
268,-116.76784,32.84231,,,17,23
269,33.21701,-117.39616,,,1,30
270,32.7912,-116.9421,,,18,
271,33.12772,-117.07536,,,,
272,32.70148,-117.14962,4.5,,67,
273,38.12275,-122.90836,,,,
274,-119.71639,36.81931,1.9,9,15,
275,-119.74139,36.70556,2.2,13,6,11
276,36.78538,-119.77321,2.2,13,7,13
277,36.19865,-120.10117,,10,42,42
278,36.63434,-120.38234,2,7,5,11
279,35.35662,-119.06261,,,55,55
280,-118.86058,34.84155,,,30,30
281,-119.64323,36.31572,2.2,10,25,25
282,36.86719,-120.01011,2,7,17,17
283,37.28177,-120.43368,1.7,,21,21
284,37.79338,-121.24779,1.9,7,21,21
285,37.95075,-121.26897,1.9,7,25,25
286,37.68268,-121.44238,1.9,6,9,22
287,-120.99421,37.64217,1.8,16,9,15
288,-119.05505,36.03179,,11,38,38
289,36.33252,-119.29095,,11,42,42
290,33.35264,-115.73419,,16,25,15
291,32.67618,-115.48307,1.8,33,46,46
292,33.16923,-115.85593,,16,53,53
293,33.17638,-115.6231,,15,25,15
294,33.50896,-115.91954,,384,12,5
295,33.51831,-116.07538,,384,5,5
296,39.76168,-121.84047,1.8,8,55,55
297,-121.66881,39.32756,,6,21,21
298,39.18919,-121.99887,,9,13,13
299,-122.19083,39.53387,1.8,2,9,9
300,38.74643,-121.26498,,3,9,10
301,38.30256,-121.42083,1.5,11,13,13
302,38.68329,-121.16444,,3,5,10
303,-121.36801,38.61374,,11,13,13
304,38.56844,-121.49311,,11,9,12
305,40.45318,-122.29883,,,47,47
306,38.35655,-121.94986,3.1,11,9,12
307,-121.61872,39.13876,,4,25,25
308,38.53455,-121.7734,,11,13,13
309,-121.73269,38.66121,,11,17,17
310,-120.83592,37.48822,1.7,11,5,9
317,33.83061,-117.9385,1.9,44,35,35
324,39.77919,-121.59135,1.8,8,9,12
325,34.21014,-118.8705,2.2,20,57,57
326,39.15047,-123.20655,,,21,21
327,33.27275,-115.90062,,16,16,15
328,36.84343,-121.3621,2.3,10,5,9
329,-23.4892079,-46.6741555,,51,,51
330,-21.1860297,-50.4394393,,9,,9
331,-21.7829663,-48.1864714,,15,,15
332,-22.329295,-49.0905538,,6,,6
333,-22.9028433,-47.0571098,7.3,43,,43
334,-23.6667239,-46.7816448,,31,,31
335,-23.5239623,-46.8411243,1.9,16,,16
336,-21.1420049,-48.9829903,,9,,9
337,-46.6784605,-23.5502041,9.1,44,,44
338,-23.6186305,-46.6482747,8.2,1,59,59
339,-23.880185,-46.4179827,,44,,44
340,-23.8436848,-46.377867,,47,,47
341,-23.8508082,-46.389992,,56,,56
342,-23.6818396,-46.620967,,37,,37
343,-46.5182887,-23.4562135,,26,25,26
344,-46.6638124,-23.5804482,1.9,,63,63
345,-23.6824703,-46.676091,,53,,53
347,-23.5019101,-46.4204122,,23,63,63
348,-23.5817434,-46.462333,,,,16
349,-23.2978962,-45.9676625,,20,,20
350,-48.5650057,-22.2995131,,15,,15
351,-23.6527809,-46.7123885,,44,,44
352,-23.5094696,-46.7094213,10,39,57,57
353,-22.1998744,-49.9599878,,10,,10
354,-23.6693596,-46.4655954,,4,,14
355,-23.5603265,-46.5995903,5.5,45,,45
356,-23.6033222,-46.5111479,,37,,37
357,-23.5279275,-46.8143874,9.1,35,,35
358,-21.4649748,-49.2246518,7.3,54,95,95
359,-23.5406338,-46.6320967,3.7,35,59,59
360,-22.7650153,-47.1500274,,52,,52
361,-22.6794457,-47.6824383,,53,,53
362,-23.5630037,-46.6864347,6.4,45,65,65
363,-22.7007113,-47.651941,,38,38,38
364,-22.1205834,-51.4053949,,1,,9
365,-21.1551602,-47.8276963,,,,
367,-46.4933389,-23.645681,,31,,31
368,-23.5406338,-46.6320967,5.5,30,,30
369,-46.6263306,-23.498181,,,,14
370,-46.6552137,-23.6600932,8.2,50,,50
371,-23.9628155,-46.3202369,,27,,27
372,-23.9821223,-46.3000817,,45,82,82
373,-23.6233625,-46.5552433,1.9,52,,52
374,-49.3981148,-20.7846581,,10,5,10
376,-23.5026065,-47.4776113,,36,,36
377,-23.6090545,-46.7559386,10,2,,2
378,-47.0039545,-22.97572,,15,,15
379,-12.1005158,-76.9931074,6,,52,52
380,-12.0685169,-77.0413344,3,23,51,51
381,-12.0429356,-76.958545,8,40,58,58
382,-12.1580556,-76.9294444,7,96,57,96
383,20.518569711338,-100.81674332276,9,59,56,59
384,-100.84064845752,20.537937144279,10.2,24,41,41
385,-106.03883333333,28.632583333333,8.9,39,76,76
386,31.8599083333,-116.603822222,,,,
387,20.629554249053,-103.26392977309,5.5,53,132,
388,20.5767,-103.32652222222,3.4,58,139,2
389,20.61504997567,-103.34343019128,8.7,54,132,
390,20.641445843732,-103.31262961377,5.7,58,132,2
391,20.680450840176,-103.39873310432,5.5,57,,
392,20.120195464739,-98.740000744464,1.9,4,70,70
393,20.674779695762,-101.35569204208,0.1,45,,45
394,21.10868,-101.68874,8,20,47,20
395,20.570367344035,-101.19007817525,19.3,36,55,36
396,19.270192914173,-99.595307048355,19.5,48,134,134
397,19.294298341379,-99.655297086786,16.4,51,72,72
398,19.658223,-99.09659,3.4,27,63,63
399,19.635501,-98.912003,4.5,8,76,11
400,19.601973592327,-99.176832931342,2.3,31,50,50
401,19.532251530332,-99.029948820132,,,,
402,19.525995,-99.0824,6.7,31,63,63
403,19.528397053703,-99.204241583862,,,,
404,19.42461,-99.119594,12.3,20,50,50
405,19.384413,-99.117641,8.9,10,53,53
406,19.360794,-99.07388,5.6,9,25,25
407,19.325146,-99.204136,5.6,52,25,25
408,19.313687302949,-99.149667649478,,,,
409,19.246459,-99.010564,3.4,1,17,17
410,19.482473,-99.243524,4.5,7,65,65
411,-99.152207,19.411617,4.5,20,53,53
412,19.3863928,-99.2255625,3.4,13,34,34
413,19.350258,-99.157101,6.7,10,50,50
414,-22.085518710314,-70.188682515839,5,44,67,67
415,-22.063792,-70.185945,,68,160,160
416,-22.460270722943,-68.937706917007,3.2,35,28,35
417,-22.44283906304,-68.932546346863,3.2,51,57,57
418,-23.61354215815,-70.383315682411,,37,57,57
419,-70.713919225517,-34.162314609087,12.2,66,115,115
420,-34.143888375919,-70.737131207664,12.2,67,146,146
421,-33.516630362266,-70.588123961971,13.9,80,140,140
422,-71.233967512329,-34.974925077541,,87,183,183
423,-35.435725588722,-71.619553864003,,52,109,109
424,-35.406582744695,-71.633396474869,,49,108,108
425,-38.74869912298,-72.620788228172,9,80,180,180
426,-38.764767451719,-72.598795682209,6.7,90,192,192
427,-38.725302444781,-72.571192550926,3,6,8,6
428,-40.584478665958,-73.11871982209,,42,122,122
429,-33.422301,-70.651162,16,89,156,156
430,-33.37677352033,-70.523326784061,,52,103,103
431,-33.464142,-70.660797,18.9,74,154,154
432,-33.437811379126,-70.750171233135,28,93,160,160
433,-33.492848789461,-70.719440279762,10,57,57,57
434,-33.547099645619,-70.666204101852,23.9,79,162,162
435,-33.433089610143,-70.732147868717,32.9,89,160,160
436,-33.591390623022,-70.594788,18.4,61,104,104
437,-33.673752071375,-70.953064737434,7.2,70,160,160
438,-70.748288055225,-33.365775677885,12.4,83,115,
439,-39.831316104673,-73.22851282209,,56,153,153
440,-22.111064,-70.210828,5,48,87,87
441,-22.462144644634,-68.92806169339,3,24,22,24
442,-36.594880886514,-72.089253650482,,,153,153
443,-36.616167751711,-72.093040558483,,77,173,173
444,-37.471182288689,-72.36146284977,,68,164,164
445,-72.061125987766,-45.57996447948,,102,187,187
446,39.929,116.417,5.5,64,78,78
447,39.886,116.407,4.6,62,85,85
448,39.929,116.339,5.5,55,78,78
449,39.878,116.352,6.4,65,89,89
450,39.982,116.397,4.6,53,74,74
451,39.937,116.461,7.3,62,76,76
452,39.987,116.287,8.2,51,80,80
453,40.09,116.174,7.3,45,89,89
454,40.002,116.207,4.6,52,25,60
455,116.279,39.863,3.7,51,85,85
456,39.824,116.146,4.6,62,85,85
457,116.184,39.914,5.5,59,87,87
458,39.742,116.136,3.7,77,95,95
459,39.718,116.404,1,67,70,70
460,39.795,116.506,5.5,56,70,70
461,39.886,116.663,6.4,65,78,78
462,40.127,116.655,5.5,65,93,93
463,40.217,116.23,13.6,58,112,112
464,39.937,116.106,3.7,58,85,85
465,40.143,117.1,7.3,50,78,78
466,40.328,116.628,1.9,82,91,91
467,116.832,40.37,6.4,75,95,95
468,40.453,115.972,4.6,68,85,104
469,116.22,40.292,5.5,44,91,91
470,40.365,115.988,3.7,58,87,97
471,40.499,116.911,4.6,74,,86
472,40.1,117.12,7.3,57,87,87
473,39.712,116.783,4,38,102,102
474,39.52,116.3,3.7,36,53,53
475,116,39.58,3.7,,70,70
476,39.899,116.395,4.6,58,76,76
477,39.876,116.394,4.6,60,80,80
478,39.954,116.349,6.4,63,87,87
479,39.856,116.368,5.5,61,97,97
480,39.939,116.483,3.7,37,74,74
481,31.234814,121.410728,9.1,89,178,178
482,31.2659,121.536,10,97,176,176
483,31.20101399999999,121.483231,12.7,83,177,177
484,31.0935,120.978,8.2,73,163,163
485,31.3008,121.467,10.9,82,177,177
486,31.2261,121.425,9.1,89,179,179
487,31.1654,121.412,15.4,92,174,174
488,31.1907,121.703,8.2,70,169,169
489,31.2071,121.577,9.1,82,168,168
490,31.2284,121.533,9.1,75,173,173
491,31.230393,121.473704,10,83,168,168
496,41.7832349,123.4267266,2.8,44,53,53
497,117.0486111,36.66222222,4.4,96,127,127
498,36.63777778,117.06888890,6,72,107,107
499,36.66138889,117.0211111,5.1,91,85,91
500,36.61138889,116.9880556,6.6,85,82,85
501,36.59277778,117.0241667,4.6,89,107,107
502,116.945,36.663,0.1,106,109,109
503,36.64088889,116.9427778,6.7,96,151,151
504,36.70027778,116.9477778,13.2,107,122,122
505,36.68722222,116.9886111,8.1,92,82,92
506,36.68527778,117.0602778,6.8,100,93,100
507,36.68138889,117.1858333,5.8,79,87,87
508,117.1247222,36.72256667,12.4,136,119,136
509,36.4785,117.2130556,3.6,65,87,87
510,116.7651667,36.54861111,12.2,102,95,102
511,36.68538889,117.1247222,3.7,89,129,129
512,36.06525,120.403259,8.1,53,72,
513,36.054169,120.294134,8.8,62,91,
514,36.069711,120.336184,6,44,80,
515,36.103886,120.36125,8.6,55,95,
516,35.958797,120.185909,7.3,61,114,
517,35.970289,120.155109,3.7,45,61,61
518,36.085636,120.446784,11.1,67,82,
519,36.240156,120.660697,0.1,30,76,76
520,36.090925,120.48547,3.4,30,50,70
521,36.18457,120.380186,6.5,52,99,
522,36.154078,120.427178,1.5,60,65,65
523,36.308156,120.39492,10.4,80,91,
524,36.308156,120.460772,4,25,50,51
525,36.63777778,117.9544444,10.4,79,151,151
526,36.66555556,117.9233333,14.2,91,152,152
527,36.80833333,118.0422222,8.5,61,89,89
528,36.83805556,118.0447222,10.1,68,74,74
529,36.84333333,118.0175,9.7,62,80,80
530,36.80305556,118.0244444,14.4,65,104,104
531,36.49722222,117.8477778,10.3,88,124,124
532,36.45972222,117.8702778,9.6,91,104,104
533,36.81972222,118.3091667,7.2,83,76,83
534,36.76555556,118.2491667,5.1,59,42,59
535,36.80416667,117.8511111,7.9,62,59,62
536,36.825,117.9205556,5.7,59,68,68
537,118.0158333,36.90472222,7.6,66,59,66
538,34.85138889,117.5638889,0.1,95,93,95
539,34.82,117.5897222,3.7,96,117,117
540,34.79111111,117.2666667,2.1,91,122,122
541,34.77388889,117.5708333,4.6,86,82,86
542,34.58055556,117.7352778,3.3,73,76,76
543,35.07083333,117.4516667,3.1,74,76,76
544,34.81027778,117.3147222,1.6,70,102,102
545,34.8225,117.3575,1.5,85,104,104
546,37.43138889,118.6672222,4.8,47,38,47
547,37.37805556,118.8191667,,59,158,
548,37.43805556,118.625,2.2,29,42,42
549,37.44166667,118.5044444,5.3,56,17,56
550,118.5527778,37.44444444,4.7,42,55,70
551,37.46583333,118.5022222,3.9,51,50,51
552,118.6408333,37.47222222,6.1,52,46,52
553,118.5163889,37.88305556,11,890,55,55
554,37.43444444,118.6961111,6.2,22,9,39
555,37.54311096,121.371706,3.7,52,82,82
556,37.546224,121.3185607,2.2,53,21,53
557,37.52368316,121.3553673,5.2,33,63,63
558,37.47141415,121.2550926,5.9,47,55,55
559,37.37605485,121.5817255,4.3,39,13,39
560,37.47743887,121.4430704,2.2,30,21,37
561,121.4031242,37.42609554,2.5,40,46,46
562,37.42276743,121.5068398,0.1,35,42,42
563,37.5599778,121.2529217,3.2,33,30,38
564,37.60240665,121.1421659,6.5,29,42,42
565,37.67283315,121.0662505,1,51,34,51
566,36.73055556,119.0919444,3.9,57,68,68
567,36.71955556,119.0481667,3.1,57,74,74
568,36.68194444,119.0999444,3.4,60,65,65
569,36.77305556,119.1938889,2.7,65,82,82
570,119.1613889,36.65722222,3.8,76,55,76
571,36.70083333,119.1625,4.8,37,74,74
572,36.70194444,119.14,4.8,63,53,63
573,36.64111111,119.1108333,3.3,53,76,76
574,36.77305556,119.1095667,3.8,61,46,61
575,35.40888889,116.6186111,8.8,92,139,139
576,35.42505556,116.6936111,6.9,93,153,153
577,35.36477778,116.6038889,4.2,94,155,155
578,35.39088889,116.5476111,10.7,101,142,142
579,35.39088889,116.6576111,14.3,104,165,165
580,35.44277778,116.5963889,9.8,74,157,157
581,35.43677778,116.6376111,8.8,96,151,151
582,117.1536111,36.19416667,6.8,64,117,117
583,36.17583333,117.1180556,5.3,61,119,119
584,117.0980556,36.19416667,3.6,47,74,86
585,36.20472222,117.1841667,6.2,88,99,99
586,36.17,117.1591667,8.7,90,91,91
587,36.20194444,117.0411111,3.2,75,78,100
588,36.11638889,117.1013889,12.9,82,99,99
589,37.51292649,122.0620045,3.4,52,42,52
590,37.32453537,122.1558142,4.7,31,25,40
591,37.51363425,122.1412574,2.2,57,17,57
592,37.48458826,122.0444208,3.3,50,34,50
593,37.53392123,122.0512579,2.7,37,9,37
594,37.42694682,122.1257714,7.1,51,87,51
595,35.40777778,119.5205556,4.5,34,82,82
596,35.38166667,119.5486111,3,33,76,76
597,35.38888889,119.4908333,2.2,36,61,59
598,35.4625,119.5688889,4.2,40,87,87
599,35.44222222,119.5327778,6.6,38,76,76
600,35.29361111,119.34,5.2,38,97,97
601,35.37361111,119.5086111,2.2,36,97,97
602,36.205,117.695,18.1,90,109,109
603,36.22888889,117.6888889,,,,
604,117.6469444,36.26611111,10.7,81,124,124
605,36.245,117.7330556,12.8,86,80,86
606,36.20805556,117.725,6,71,104,104
607,36.06694444,117.8661111,44.2,95,104,104
608,118.2938889,35.06222222,6.7,68,91,91
609,35.05722222,118.3416667,4.9,57,104,104
610,35.11527778,118.2877778,4.1,68,122,122
611,35.10527778,118.3477778,5.8,59,91,91
612,34.98166667,118.2763889,4.5,67,102,102
613,34.99944444,118.2516667,4.6,60,99,99
614,35.08972222,118.4023333,5.4,69,61,69
615,35.01055556,118.43,5.5,53,80,80
616,37.46527778,116.3083333,7.3,79,104,104
617,37.46638889,116.3061111,11.1,74,89,89
618,37.43222222,116.3713889,7.3,63,74,74
619,116.3188889,37.44888889,7.4,68,65,68
620,116.3516667,37.46194444,7.4,60,85,85
621,116.3105556,37.47805556,1.9,69,85,85
622,36.44444444,115.9661111,9.3,67,114,114
623,115.9966667,36.45666667,7,90,102,102
624,36.47944444,115.9836111,10.6,71,93,93
625,36.43194444,115.9513889,7.5,89,112,112
626,36.47111111,115.9547222,10.2,76,104,104
627,36.45916667,116.0377778,6.5,79,129,129
628,37.37944444,118.0208333,7.7,30,55,55
629,37.38305556,117.9830556,7.1,52,57,57
630,37.36083333,117.9966667,3.9,57,53,57
631,37.39555556,117.9377778,4.5,51,46,51
632,37.35555556,117.9375,6.5,63,38,63
633,37.3675,117.9730556,7.8,57,107,107
634,35.24888889,115.4227778,10.2,105,159,159
635,35.22305556,115.5258333,15.1,106,162,162
636,35.2375,115.4747222,6,104,155,155
637,35.24361111,115.4086111,11.4,109,159,159
638,35.26194444,115.5191667,10.5,102,161,161
639,35.27,115.455,20.8,101,158,158
640,36.22888889,117.6888889,4.3,78,124,124
641,38.031,114.542,0.1,75,129,129
642,38.012,114.467,0.1,82,147,147
643,38.055,114.564,,,,
644,38.051,114.455,0.1,87,144,144
645,38.052,114.521,0.1,76,152,152
646,114.502,38.14,0.1,65,155,155
647,38.04,114.605,0.1,82,142,142
648,37.91,114.354,0.1,79,153,153
649,39.658,118.184,,,,70
650,39.668,118.219,0.1,55,82,82
651,39.63,118.2,,,,104
652,39.641,118.185,0.1,69,104,104
653,39.643,118.144,0.1,54,80,80
654,39.631,118.166,0.1,50,78,78
655,39.957,119.602,0.1,42,63,63
656,39.828,119.526,0.1,23,42,42
657,40.018,119.762,0.1,37,70,70
658,39.942,119.537,3.5,37,34,37
659,39.936,119.607,0.1,37,38,38
660,36.62,114.496,0.1,80,157,157
661,36.618,114.513,0.1,55,153,153
662,114.543,36.616,0.1,87,163,163
663,36.578,114.504,0.1,106,160,160
664,37.096,114.533,0.1,123,180,180
665,37.097,114.482,0.1,74,158,158
666,37.053,114.526,0.1,110,163,163
667,37.062,114.485,8.3,69,109,109
668,115.521,38.871,0.1,100,151,151
669,38.842,115.461,,,,114
670,115.522,38.896,0.1,79,149,149
671,38.911,115.471,0.1,99,147,147
672,38.876,115.442,0.1,65,122,122
673,38.863,115.493,0.1,70,139,139
674,40.769,114.903,0.1,96,97,97
675,40.873,114.904,0.1,68,82,82
676,40.837,114.898,0.1,82,102,102
677,40.811,114.881,0.1,86,87,87
678,40.795,114.892,8.2,79,99,99
679,40.916,117.966,0.1,85,80,85
680,40.973,117.818,3.9,62,46,62
681,40.984,117.952,3.1,31,46,46
682,40.936,117.963,0.1,53,89,89
683,41.011,117.938,2.6,19,55,55
684,38.323,116.871,0.1,66,112,112
685,38.299,116.885,0.1,68,80,80
686,38.325,116.858,0.1,77,80,80
