UID,Lat,Lon,CO,PM10,PM25,AQI
383,20.518569711338,-100.81674332276,10.8,51,39,
384,20.537937144279,-100.84064845752,7.9,34,38,45
385,28.632583333333,-106.03883333333,6.7,44,93,93
386,31.8599083333,-116.603822222,,,,
387,20.629554249053,-103.26392977309,7.5,52,132,52
388,20.5767,-103.32652222222,4,67,139,125
389,20.61504997567,-103.34343019128,10.9,69,132,123
390,20.641445843732,-103.31262961377,5.7,58,132,
391,20.680450840176,-103.39873310432,5.5,57,,
392,-98.740000744464,20.120195464739,4.2,3,73,73
393,20.674779695762,-101.35569204208,0.1,39,,61
394,21.10868,-101.68874,1.8,55,5,55
395,20.570367344035,-101.19007817525,17,17,57,23
396,19.270192914173,-99.595307048355,6.6,35,93,93
